Proteins,moduleColor,p.MM.turquoise,p.MM.blue,p.MM.grey
lcl|c240887_g1_i1|m.27877,turquoise,6.12E-05,0.343389762,0.797953688
lcl|c226312_g2_i2|m.11394,turquoise,0.008626218,0.762508025,0.500910566
lcl|c221583_g3_i2|m.7741,turquoise,0.004950648,0.871311371,0.395000009
lcl|c224890_g1_i1|m.10217,turquoise,0.011346729,0.074882711,0.256137
lcl|c234998_g3_i1|m.20493,turquoise,0.015015966,0.976945819,0.163434639
lcl|c211615_g1_i2|m.2471,turquoise,0.000788812,0.944714414,0.701227362
lcl|c219602_g1_i6|m.6476,turquoise,0.000132137,0.637572575,0.888608136
lcl|c233156_g1_i1|m.18213,turquoise,0.003760501,0.831963333,0.960025696
tr|A0A1Q9C5L0|A0A1Q9C5L0_SYMMI,turquoise,0.00895595,0.954996829,0.370100521
lcl|c229507_g2_i10|m.14342,turquoise,0.002164879,0.644616809,0.368933814
lcl|c225668_g5_i2|m.10809,turquoise,0.016880592,0.837045528,0.239730242
lcl|c243724_g1_i1|m.31250,turquoise,0.029802136,0.321934971,0.477146504
lcl|c215492_g2_i7|m.4057,turquoise,0.000721532,0.130995408,0.699747738
lcl|c243765_g1_i1|m.31282,turquoise,0.00248102,0.550918499,0.933662505
lcl|c212804_g1_i1|m.2848,turquoise,0.000249431,0.554477135,0.968114108
lcl|c219122_g1_i1|m.6195,turquoise,0.003842616,0.163622622,0.457120685
lcl|c239543_g6_i2|m.25954,turquoise,0.000334603,0.890279966,0.916807032
lcl|c240253_g1_i1|m.26963,turquoise,0.002136083,0.811542943,0.383800436
lcl|c232294_g5_i11|m.17226,turquoise,0.023945846,0.656843077,0.29992721
lcl|c215763_g2_i3|m.4184,turquoise,0.000966499,0.969590649,0.295947504
lcl|c220191_g1_i1|m.6799,turquoise,0.007994206,0.166398696,0.55665063
lcl|c241223_g1_i2|m.28328,turquoise,0.1482218,0.315748181,0.637005857
lcl|c218842_g3_i2|m.5986,turquoise,0.012588523,0.178640324,0.902637526
lcl|c243476_g1_i1|m.31010,turquoise,0.021698568,0.526469904,0.402392887
lcl|c243503_g5_i1|m.31038,turquoise,0.000705664,0.900896994,0.810922177
lcl|c237237_g1_i5|m.23062,turquoise,0.001245413,0.743831944,0.915708512
lcl|c232628_g4_i3|m.17621,turquoise,0.045098872,0.342701686,0.520212388
lcl|c240833_g3_i3|m.27779,turquoise,0.006962904,0.347748021,0.301245038
lcl|c235548_g1_i1|m.21054,turquoise,0.013936006,0.822497954,0.663539467
lcl|c209757_g1_i1|m.2044,turquoise,0.04960285,0.752040334,0.283959777
lcl|c229310_g3_i5|m.14142,turquoise,0.004590007,0.578157822,0.510689353
lcl|c223259_g2_i5|m.8979,turquoise,0.00406496,0.667846397,0.516647137
lcl|c234380_g5_i3|m.19780,turquoise,0.007637328,0.804224903,0.44372819
lcl|c216621_g3_i1|m.4676,turquoise,0.006899976,0.976542895,0.17829338
lcl|c216470_g1_i10|m.4604,turquoise,0.032750059,0.596852231,0.411945071
lcl|c239931_g2_i1|m.26539,turquoise,0.039789976,0.553276805,0.261237012
lcl|c236262_g1_i17|m.21911,turquoise,0.045945497,0.576480355,0.252342438
lcl|c234004_g4_i3|m.19315,turquoise,0.039015751,0.265944982,0.838583996
lcl|c218513_g6_i3|m.5817,turquoise,0.077193476,0.976927819,0.96904307
lcl|c236793_g3_i7|m.22527,turquoise,0.016868039,0.891744669,0.148970122
lcl|c222946_g2_i3|m.8728,turquoise,0.025416721,0.967928132,0.991749202
lcl|c235481_g2_i1|m.20956,turquoise,0.003309294,0.722146336,0.235551721
lcl|c227856_g7_i5|m.12838,turquoise,0.001107952,0.951095333,0.495746173
lcl|c233068_g3_i2|m.18104,turquoise,0.053195829,0.058683064,0.244219134
lcl|c232744_g5_i2|m.17733,turquoise,0.001951572,0.350281087,0.791528472
lcl|c238912_g1_i3|m.25061,turquoise,0.097834935,0.611275468,0.141167491
lcl|c237955_g4_i3|m.23932,turquoise,0.030195107,0.969623449,0.16758592
lcl|c236976_g1_i1|m.22752,turquoise,0.004591012,0.595123952,0.973703252
lcl|c205031_g3_i2|m.1422,turquoise,0.009689199,0.111673075,0.484088727
lcl|c228525_g4_i3|m.13399,turquoise,0.011423835,0.878859736,0.365864058
lcl|c214242_g1_i2|m.3413,turquoise,0.129224677,0.930631021,0.132705917
lcl|c236822_g3_i10|m.22574,turquoise,0.004416407,0.943964303,0.728779734
lcl|c205417_g1_i1|m.1460,turquoise,0.005878016,0.833750214,0.950015993
lcl|c221840_g3_i2|m.7909,turquoise,0.000572418,0.897490122,0.388928613
lcl|c238364_g3_i1|m.24422,turquoise,0.0058211,0.344746109,0.101759759
tr|Q8H1I0|Q8H1I0_SYMKA,turquoise,0.029028499,0.783877765,0.210677368
lcl|c227928_g3_i7|m.12901,turquoise,0.024602425,0.597040839,0.917589308
tr|A0A1Q9D3X8|A0A1Q9D3X8_SYMMI,turquoise,0.01919654,0.831766913,0.196897065
lcl|c231634_g1_i2|m.16472,turquoise,0.008273163,0.74733366,0.331623255
lcl|c222899_g2_i2|m.8690,turquoise,0.015224499,0.400752157,0.891833894
lcl|c243357_g2_i4|m.30881,turquoise,0.007561401,0.762354532,0.941354545
lcl|c229841_g2_i1|m.14675,turquoise,0.002769092,0.665277503,0.747486721
lcl|c237237_g1_i2|m.23061,turquoise,0.002236475,0.294755069,0.79451756
lcl|c240711_g1_i2|m.27634,turquoise,0.154868604,0.613993491,0.153928159
lcl|c201141_g1_i1|m.1178,turquoise,0.038734722,0.247519586,0.148169301
lcl|c232834_g2_i9|m.17824,turquoise,0.008851466,0.271357358,0.59205404
lcl|c234533_g4_i3|m.19947,turquoise,0.004163568,0.72207065,0.839065575
lcl|c213677_g1_i2|m.3166,turquoise,0.055238751,0.725372734,0.05004495
lcl|c230503_g4_i1|m.15369,turquoise,0.017761461,0.501412922,0.831800409
lcl|c228847_g1_i2|m.13712,turquoise,0.007673944,0.578837002,0.881579135
lcl|c240887_g1_i5|m.27881,turquoise,0.003181083,0.213426763,0.327854307
lcl|c230823_g3_i1|m.15672,turquoise,0.022678694,0.937143217,0.091539312
lcl|c219244_g1_i1|m.6299,turquoise,0.018716641,0.762791758,0.96689802
lcl|c231388_g1_i7|m.16192,turquoise,0.025238912,0.824599778,0.323783661
lcl|c220252_g1_i3|m.6839,turquoise,0.028331204,0.108431725,0.353599065
lcl|c228994_g6_i1|m.13852,turquoise,0.032504508,0.856378741,0.798724541
lcl|c232864_g1_i1|m.17844,turquoise,0.025701729,0.985638547,0.232793478
lcl|c232813_g3_i2|m.17801,turquoise,0.009929805,0.655421476,0.377901183
tr|W0U0M6|W0U0M6_9DINO,turquoise,0.255365329,0.104298774,0.046333277
lcl|c241650_g2_i3|m.28826,turquoise,0.000447316,0.821692556,0.471777638
lcl|c218693_g5_i7|m.5900,turquoise,0.027497883,0.603501558,0.610105155
lcl|c229751_g1_i2|m.14592,turquoise,0.05825585,0.301208674,0.874369874
lcl|c236527_g2_i1|m.22205,turquoise,0.014587201,0.755669676,0.08936571
lcl|c231252_g2_i1|m.16075,turquoise,0.003283664,0.830551006,0.664174995
lcl|c228938_g1_i7|m.13803,turquoise,0.003665349,0.714541006,0.460692565
lcl|c230197_g3_i5|m.15044,turquoise,0.05987579,0.62692667,0.136611165
lcl|c236195_g2_i4|m.21823,turquoise,0.030549487,0.0584022,0.875460665
lcl|c231430_g2_i6|m.16242,turquoise,0.012938672,0.394854965,0.292297303
lcl|c206351_g3_i3|m.1527,turquoise,0.011743782,0.961734793,0.365635239
lcl|c221039_g3_i2|m.7343,turquoise,0.182685948,0.392191963,0.312897367
lcl|c226592_g1_i2|m.11602,turquoise,0.175662499,0.910493501,0.273429984
lcl|c234643_g1_i1|m.20065,turquoise,0.069807238,0.519628787,0.024140161
lcl|c240259_g4_i3|m.26973,turquoise,0.121607035,0.682882739,0.433717686
lcl|c228525_g4_i1|m.13398,turquoise,0.330358075,0.644843311,0.529476654
lcl|c217808_g1_i5|m.5370,turquoise,0.043104126,0.45713467,0.808469748
lcl|c241500_g1_i1|m.28663,turquoise,0.011193917,0.748884677,0.07205662
lcl|c223077_g2_i1|m.8858,turquoise,0.052177137,0.882057041,0.275019436
lcl|c233030_g2_i1|m.18057,turquoise,0.020251797,0.851867764,0.959122289
lcl|c220485_g3_i1|m.6974,turquoise,0.1006925,0.492064299,0.206013594
lcl|c238365_g3_i1|m.24425,turquoise,0.093864141,0.754528831,0.57203685
lcl|c221444_g1_i1|m.7638,turquoise,0.138265672,0.602771539,0.254205568
lcl|c223561_g2_i1|m.9204,turquoise,0.021386534,0.992937729,0.650185351
lcl|c231190_g4_i6|m.16031,turquoise,0.006887409,0.918062875,0.704339994
lcl|c218176_g7_i3|m.5597,turquoise,0.011624772,0.892692359,0.278467273
lcl|c227322_g4_i4|m.12336,turquoise,0.094866916,0.770545022,0.532261096
lcl|c232540_g2_i1|m.17495,turquoise,0.073769361,0.72528597,0.164081909
lcl|c235859_g3_i1|m.21391,turquoise,0.099761027,0.703594122,0.389782246
WP_011446044.1,turquoise,0.189142935,0.456953562,0.285554693
lcl|c161959_g2_i1|m.413,turquoise,0.05540955,0.889951194,0.321500935
lcl|c236138_g1_i3|m.21749,turquoise,0.172287817,0.821466079,0.049933087
lcl|c235526_g4_i1|m.21004,turquoise,0.058673437,0.48984996,0.220458561
lcl|c236195_g2_i1|m.21821,turquoise,0.202934959,0.567868127,0.175028515
lcl|c218175_g4_i6|m.5595,turquoise,0.108273439,0.627047808,0.506309875
lcl|c229917_g4_i4|m.14770,turquoise,0.029881749,0.369004737,0.557012548
lcl|c224667_g2_i1|m.10051,turquoise,0.078471209,0.426685301,0.148434067
